,YearStart,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Age(months),Sex,Race/Ethnicity
5601,2014,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.8,13.8,,,American Indian/Alaska Native
5602,2016,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.2,15.2,,,Non-Hispanic White
5603,2014,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,11.3,11.3,,Female,
5604,2014,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.2,12.2,,,Hispanic
5605,2014,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.1,7.1,,,Asian/Pacific Islander
5606,2016,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,19.3,19.3,18 - 23,,
5607,2008,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.8,15.8,,,Non-Hispanic White
5608,2014,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.9,11.9,6 - 11,,
5609,2010,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,19.8,19.8,,,
5610,2010,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.6,10.6,,Female,
5611,2014,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13,13,24 - 35,,
5612,2008,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,19,19,,,Hispanic
5613,2016,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.3,14.3,48 - 59,,
5614,2010,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15,15,,Female,
5615,2014,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,19.3,19.3,,,American Indian/Alaska Native
5616,2012,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18,18,,,Hispanic
5617,2010,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.9,11.9,,,Non-Hispanic Black
5618,2010,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.2,9.2,,,Non-Hispanic White
5619,2012,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.3,13.3,12 - 17,,
5620,2010,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,29.7,29.7,,,American Indian/Alaska Native
5621,2016,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.9,17.9,,,American Indian/Alaska Native
5622,2012,NE,Nebraska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.6,12.6,,,Non-Hispanic Black
5623,2012,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.9,10.9,36 - 47,,
5624,2014,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.9,9.9,,,Non-Hispanic White
5625,2008,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.1,11.1,24 - 35,,
5626,2010,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.5,14.5,,Male,
5627,2014,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.2,13.2,48 - 59,,
5628,2012,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.4,15.4,,,American Indian/Alaska Native
5629,2012,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.3,16.3,,Male,
5630,2016,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15,15,24 - 35,,
5631,2014,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.7,13.7,48 - 59,,
5632,2012,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.8,13.8,24 - 35,,
5633,2016,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.4,10.4,,Male,
5634,2008,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.4,13.4,24 - 35,,
5635,2012,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.3,17.3,,Male,
5636,2010,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.2,17.2,,,Non-Hispanic White
5637,2008,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,4.3,4.3,,,Asian/Pacific Islander
5638,2010,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.1,17.1,24 - 35,,
5639,2016,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.9,12.9,,,Hispanic
5640,2010,NY,New York,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.3,9.3,,,Asian/Pacific Islander
5641,2016,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,19.5,19.5,,,Non-Hispanic Black
5642,2008,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.9,10.9,,,Non-Hispanic White
5643,2008,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.9,9.9,24 - 35,,
5644,2010,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17,17,,Female,
5645,2008,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.7,15.7,,Male,
5646,2016,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.9,15.9,,,Non-Hispanic White
5647,2014,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.3,17.3,36 - 47,,
5648,2012,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.3,9.3,,Male,
5649,2008,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.9,11.9,,Male,
5650,2014,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.3,14.3,,,Asian/Pacific Islander
5651,2016,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.3,11.3,,Female,
5652,2014,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.9,7.9,,,American Indian/Alaska Native
5653,2010,CO,Colorado,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,6.5,6.5,6 - 11,,
5654,2008,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.2,17.2,36 - 47,,
5655,2014,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.1,10.1,24 - 35,,
5656,2010,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13,13,,,Non-Hispanic Black
5657,2016,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.2,15.2,,Male,
5658,2010,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,17.7,17.7,48 - 59,,
5659,2010,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.9,10.9,24 - 35,,
5660,2016,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.9,9.9,6 - 11,,
5661,2008,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,20.5,20.5,24 - 35,,
5662,2014,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.2,15.2,,,
5663,2016,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.2,10.2,,Female,
5664,2010,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.5,12.5,,Male,
5665,2008,IA,Iowa,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.8,8.8,3 - 5,,
5666,2014,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,8.7,8.7,,,
5667,2008,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.4,11.4,,,Asian/Pacific Islander
5668,2010,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17,17,,,Non-Hispanic Black
5669,2008,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,19.5,19.5,,Male,
5670,2016,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.4,17.4,,,Hispanic
5671,2008,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.6,13.6,,,Non-Hispanic Black
5672,2010,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.4,10.4,,,Asian/Pacific Islander
5673,2010,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.4,11.4,,,American Indian/Alaska Native
5674,2016,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,11.4,11.4,24 - 35,,
5675,2014,AR,Arkansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.8,8.8,,,American Indian/Alaska Native
5676,2014,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9,9,,,Asian/Pacific Islander
5677,2010,VA,Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,23.4,23.4,48 - 59,,
5678,2010,MN,Minnesota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.3,12.3,,,Non-Hispanic Black
5679,2014,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.8,12.8,24 - 35,,
5680,2008,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.5,9.5,,,Non-Hispanic White
5681,2014,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.9,14.9,24 - 35,,
5682,2012,ME,Maine,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.7,16.7,,Female,
5683,2010,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.6,8.6,3 - 5,,
5684,2008,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.4,10.4,,,Non-Hispanic White
5685,2010,NH,New Hampshire,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13,13,,,
5686,2008,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.7,14.7,,,
5687,2016,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.5,14.5,,,
5688,2008,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.3,12.3,,,Non-Hispanic White
5689,2010,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.9,14.9,,,American Indian/Alaska Native
5690,2016,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.7,12.7,,,
5691,2012,TN,Tennessee,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.6,15.6,,,Non-Hispanic White
5692,2012,IL,Illinois,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.1,13.1,,,Non-Hispanic Black
5693,2012,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.5,10.5,,,Non-Hispanic White
5694,2010,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.3,13.3,,,Hispanic
5695,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.5,15.5,48 - 59,,
5696,2016,SD,South Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.3,16.3,,Female,
5697,2014,WI,Wisconsin,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.1,18.1,48 - 59,,
5698,2012,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.7,13.7,,,Non-Hispanic White
5699,2010,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.9,13.9,,Female,
5700,2016,RI,Rhode Island,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8,8,,,Asian/Pacific Islander
5701,2012,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,10.7,10.7,,,Non-Hispanic Black
5702,2016,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.9,13.9,18 - 23,,
5703,2010,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.2,12.2,,Female,
5704,2014,NM,New Mexico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.7,10.7,,,Non-Hispanic Black
5705,2014,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.6,11.6,18 - 23,,
5706,2016,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.3,16.3,,,
5707,2014,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.7,17.7,36 - 47,,
5708,2014,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,11.7,11.7,24 - 35,,
5709,2008,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,6.6,6.6,3 - 5,,
5710,2014,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.5,16.5,,,Non-Hispanic Black
5711,2010,NV,Nevada,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.4,14.4,,Female,
5712,2016,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.8,18.8,48 - 59,,
5713,2012,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,,,,Non-Hispanic White
5714,2016,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.1,12.1,48 - 59,,
5715,2010,PR,Puerto Rico,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,,,,Non-Hispanic Black
5716,2016,MT,Montana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,19.3,19.3,,,American Indian/Alaska Native
5717,2010,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.7,15.7,,,
5718,2010,AL,Alabama,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.7,14.7,,,Non-Hispanic White
5719,2012,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.9,16.9,,,Hispanic
5720,2012,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.5,7.5,3 - 5,,
5721,2014,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13.9,13.9,,Female,
5722,2010,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,12.4,12.4,6 - 11,,
5723,2016,ID,Idaho,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,15.6,15.6,,,Hispanic
5724,2012,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,10.2,10.2,,,Non-Hispanic Black
5725,2014,CT,Connecticut,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7.7,7.7,3 - 5,,
5726,2008,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.6,10.6,,,Asian/Pacific Islander
5727,2016,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.8,16.8,,,Asian/Pacific Islander
5728,2014,WY,Wyoming,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,3.3,3.3,,,Non-Hispanic Black
5729,2014,MA,Massachusetts,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.8,14.8,,,Non-Hispanic Black
5730,2016,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.6,10.6,,,
5731,2010,ND,North Dakota,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.5,15.5,,,Non-Hispanic White
5732,2010,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,8.1,8.1,,,Asian/Pacific Islander
5733,2016,KS,Kansas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,9.5,9.5,,,Non-Hispanic White
5734,2012,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,20.3,20.3,,,Hispanic
5735,2008,MD,Maryland,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,13,13,6 - 11,,
5736,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.4,15.4,,,
5737,2014,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.5,16.5,,,Hispanic
5738,2014,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,,,,,Non-Hispanic White
5739,2008,OR,Oregon,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,14.2,14.2,,,Non-Hispanic Black
5740,2016,WV,West Virginia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,19,19,,,Hispanic
5741,2014,IN,Indiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18,18,,,Hispanic
5742,2014,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.1,12.1,,Male,
5743,2014,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,16.8,16.8,48 - 59,,
5744,2014,AZ,Arizona,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11,11,,Female,
5745,2008,GU,Guam,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.6,16.6,,Male,
5746,2010,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.6,11.6,,,American Indian/Alaska Native
5747,2008,FL,Florida,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,18.9,18.9,,,Hispanic
5748,2016,MI,Michigan,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12,12,24 - 35,,
5749,2008,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,25.6,25.6,,,American Indian/Alaska Native
5750,2008,OH,Ohio,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.2,16.2,,Male,
5751,2014,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.1,13.1,,Female,
5752,2016,WA,Washington,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,17.8,17.8,48 - 59,,
5753,2010,DC,District of Columbia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,9.9,9.9,,,Non-Hispanic Black
5754,2016,MS,Mississippi,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.7,12.7,24 - 35,,
5755,2012,DE,Delaware,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,14.5,14.5,6 - 11,,
5756,2014,LA,Louisiana,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13.2,13.2,,,
5757,2016,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.2,16.2,,,Non-Hispanic White
5758,2010,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,15.1,15.1,,Female,
5759,2016,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.1,18.1,,Female,
5760,2012,VI,Virgin Islands,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,,,,,American Indian/Alaska Native
5761,2008,VT,Vermont,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,16.2,16.2,36 - 47,,
5762,2016,SC,South Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,7,7,,,Asian/Pacific Islander
5763,2012,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.3,10.3,,,Non-Hispanic Black
5764,2008,PA,Pennsylvania,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,13.9,13.9,36 - 47,,
5765,2016,UT,Utah,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,4.7,4.7,,,Non-Hispanic White
5766,2010,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15,15,,,Non-Hispanic Black
5767,2014,KY,Kentucky,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,10.5,10.5,,Female,
5768,2012,GA,Georgia,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,13,13,,Female,
5769,2012,NJ,New Jersey,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.4,15.4,,,Asian/Pacific Islander
5770,2012,MO,Missouri,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,15.5,15.5,,Female,
5771,2008,CA,California,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,12.4,12.4,,,Non-Hispanic White
5772,2010,TX,Texas,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have obesity,14.2,14.2,,,American Indian/Alaska Native
5773,2010,HI,Hawaii,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,12.4,12.4,36 - 47,,
5774,2012,AK,Alaska,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 2 to 4 years who have an overweight classification,18.5,18.5,,,Asian/Pacific Islander
5775,2016,OK,Oklahoma,Obesity / Weight Status,Obesity / Weight Status,Percent of WIC children aged 3-23 months old who have a high weight-for-length,11.3,11.3,,,Hispanic
